iter	Logloss
563	0.1299859052
564	0.1299380515
565	0.1298992924
566	0.1298609656
567	0.1298250114
568	0.129784216
569	0.1297483469
570	0.1296985538
571	0.1296548763
572	0.1296184889
573	0.1295845647
574	0.1295678461
575	0.1295321346
576	0.1294841717
577	0.1294625215
578	0.129420239
579	0.1293585738
580	0.1293343398
581	0.1293065422
582	0.1292900491
583	0.1292505511
584	0.1292105181
585	0.1291904665
586	0.1291652659
587	0.1291204287
588	0.1290787741
589	0.1290481326
590	0.1289947336
591	0.1289670862
592	0.1289519657
593	0.1288934316
594	0.1288497882
595	0.1287891813
596	0.1287416202
597	0.1286802908
598	0.1286545491
599	0.1285736067
600	0.1285374376
601	0.1284999856
602	0.1284581087
603	0.1284266749
604	0.1283872857
605	0.128368452
606	0.1283199909
607	0.1282550574
608	0.1282164118
609	0.1281923617
610	0.1281790024
611	0.12814086
612	0.1280968324
613	0.1280789391
614	0.1280616702
615	0.1280348182
616	0.127995926
617	0.1279588286
618	0.1279167331
619	0.1278898827
620	0.1278572699
621	0.1278212942
622	0.1278025861
623	0.1277602868
624	0.1277121504
625	0.1276478735
626	0.1276053633
627	0.1275616916
628	0.1275166472
629	0.127493824
630	0.1274520693
631	0.1274083895
632	0.1273706718
633	0.1273298899
634	0.1272628966
635	0.1272256712
636	0.1271959629
637	0.1271450481
638	0.1270870234
639	0.1270134436
640	0.1269618317
641	0.1269456297
642	0.1269172832
643	0.1268596154
644	0.1268381027
645	0.1268103601
646	0.1267706834
647	0.1267491457
648	0.1267192947
649	0.1266840558
650	0.1266404593
651	0.126612284
652	0.1265941432
653	0.1265647773
654	0.1265263334
655	0.1264678549
656	0.1264450751
657	0.126421598
658	0.1263640889
659	0.1263428416
660	0.1263110335
661	0.1262250715
662	0.1261626666
663	0.1261296252
664	0.1260461659
665	0.1259886222
666	0.1259571856
667	0.1259216315
668	0.1258811746
669	0.1258466528
670	0.1257884114
671	0.1257355376
672	0.1257144572
673	0.1256744967
674	0.1256496803
675	0.1256070921
676	0.1255461492
677	0.1255176504
678	0.1254626197
679	0.1254575901
680	0.1253948921
681	0.1253516181
682	0.1253043992
683	0.1252624117
684	0.1252310187
685	0.1251987293
686	0.1251538086
687	0.1251266058
688	0.1250853113
689	0.1250582892
690	0.1250193485
691	0.1249869288
692	0.124937936
693	0.1249047965
694	0.1248576462
695	0.124826507
696	0.1247827651
697	0.1247542541
698	0.1246982915
699	0.1246588098
700	0.1246246799
701	0.1245809161
702	0.1245605369
703	0.124531319
704	0.12448339
705	0.124453397
706	0.1244114497
707	0.124396538
708	0.124356496
709	0.1243232366
710	0.1242650581
711	0.1242211742
712	0.1241916134
713	0.1241636924
714	0.124125027
715	0.1240776596
716	0.1240412401
717	0.1239879645
718	0.1239353962
719	0.123901661
720	0.1238860514
721	0.1238504227
722	0.1238285483
723	0.1238044708
724	0.1237824846
725	0.1237425828
726	0.1236874168
727	0.1236148753
728	0.1235772995
729	0.1235258505
730	0.1235181855
731	0.1234994883
732	0.1234581386
733	0.1234268321
734	0.1233998207
735	0.1233568772
736	0.1233045879
737	0.1232400136
738	0.123225902
739	0.1231201883
740	0.1230840433
741	0.1230705362
742	0.1230340235
743	0.1229962786
744	0.1229614727
745	0.1229055756
746	0.1228373033
747	0.1227707955
748	0.1227423977
749	0.1226574219
750	0.1226263591
751	0.1225780612
752	0.1225363562
753	0.1225076076
754	0.1224520904
755	0.1224335825
756	0.1224029034
757	0.1223398764
758	0.1222930868
759	0.12226457
760	0.1222303964
761	0.1221681303
762	0.1221440706
763	0.1221218692
764	0.1220625689
765	0.12202181
766	0.1219831308
767	0.1219416244
768	0.1218760839
769	0.1218405746
770	0.1217723915
771	0.121730169
772	0.1217129834
773	0.1216874483
774	0.1216349709
775	0.1215769883
776	0.1215292322
777	0.1214957957
778	0.1214606606
779	0.1214220037
780	0.1213780642
781	0.121337203
782	0.1213088633
783	0.1212802854
784	0.1212170369
785	0.1211934007
786	0.1211594595
787	0.1211234126
788	0.1210809213
789	0.1210418853
790	0.1210300202
791	0.1210005124
792	0.120974623
793	0.1209408411
794	0.1208911599
795	0.1208561501
796	0.1208226843
797	0.120800189
798	0.1207688324
799	0.1207403626
800	0.1207163597
801	0.1206556506
802	0.1206296787
803	0.1205743136
804	0.1205483559
805	0.1205195644
806	0.1204905533
807	0.1204365995
808	0.1203894478
809	0.1203473089
810	0.1202893732
811	0.1202580519
812	0.1202447582
813	0.1202025708
814	0.1201795812
815	0.1201446804
816	0.1201164499
817	0.120088178
818	0.1200541723
819	0.1200174648
820	0.119989462
821	0.119959043
822	0.1199167364
823	0.1198697571
824	0.1198354969
825	0.1198102882
826	0.1197911605
827	0.1197655314
828	0.1197587318
829	0.1197287982
830	0.1197021262
831	0.1196711656
832	0.1196295408
833	0.119599272
834	0.1195587702
835	0.1195246994
836	0.11949465
837	0.1194703294
838	0.1194122512
839	0.1193734425
840	0.1193481592
841	0.119310959
842	0.1192580139
843	0.1192205533
844	0.1191769096
845	0.1191501073
846	0.1191118862
847	0.1190863171
848	0.1190495444
849	0.1190082341
850	0.1189828859
851	0.1189558124
852	0.1189267818
853	0.1189088017
854	0.1188594353
855	0.1188216331
856	0.118797542
857	0.1187598427
858	0.1187065468
859	0.118692534
860	0.1186602155
861	0.1186527901
862	0.118610373
863	0.1185985849
864	0.1185677197
865	0.1185193628
866	0.1184805171
867	0.1184375993
868	0.1183959722
869	0.1183432153
870	0.1183026044
871	0.1182666614
872	0.1182251477
873	0.118181715
874	0.1181425998
875	0.1181138303
876	0.1180734394
877	0.1180409547
878	0.1180157068
879	0.1179687397
880	0.1179351813
881	0.1179134061
882	0.1178759712
883	0.1178392801
884	0.1177854295
885	0.1177592735
886	0.1177263937
887	0.1176834431
888	0.1176579853
889	0.1176181777
890	0.117586771
891	0.1175442732
892	0.1175215663
893	0.1174841126
894	0.1174472573
895	0.1174014125
896	0.1173764731
897	0.1173418195
898	0.1172997579
899	0.117283469
900	0.1172296943
901	0.1171749421
902	0.1171685785
903	0.1171388903
904	0.1170875511
905	0.1170265839
906	0.1169938621
907	0.1169555403
908	0.1169276429
909	0.116886873
910	0.1168461461
911	0.1168189845
912	0.1167725882
913	0.1167420829
914	0.1167160807
915	0.1166772902
916	0.1166504924
917	0.1166048341
918	0.1165802392
919	0.1165541823
920	0.1165290979
921	0.1164921624
922	0.1164463993
923	0.1164093928
924	0.1163842663
925	0.1163322155
926	0.1162868015
927	0.1162812738
928	0.1162568684
929	0.1162263053
930	0.1161847396
931	0.1161607161
932	0.1161441052
933	0.1161208606
934	0.1160890281
935	0.1160539792
936	0.1160284392
937	0.1159763433
938	0.1159466016
939	0.1158998523
940	0.115850058
941	0.1158232227
942	0.1157842387
943	0.1157563208
944	0.1157397218
945	0.1156980288
946	0.1156547546
947	0.1156269262
948	0.1155926812
949	0.1155614062
950	0.1155331691
951	0.1154858102
952	0.1154579891
953	0.1154190209
954	0.1153831953
955	0.1153533617
956	0.1153229679
957	0.1152804924
958	0.1152413868
959	0.1152114511
960	0.1151841885
961	0.1151564058
962	0.1151323898
963	0.1151187049
964	0.1150996791
965	0.1150715406
966	0.1150521152
967	0.1150183299
968	0.1149871337
969	0.1149780803
970	0.114974381
971	0.1149372627
972	0.1149170315
973	0.1148958544
974	0.1148787101
975	0.1148330435
976	0.1148108688
977	0.114768117
978	0.1147452972
979	0.1147163564
980	0.1146773547
981	0.1146461082
982	0.114616755
983	0.1145846607
984	0.1145485205
985	0.114515595
986	0.1144757605
987	0.1144512158
988	0.1144317354
989	0.1143777431
990	0.1143516436
991	0.114341584
992	0.1143203814
993	0.1142854328
994	0.1142818544
995	0.1142643983
996	0.1142274935
997	0.1142134295
998	0.1141665578
999	0.1141181105
